id,pressure,maxtemp,humidity,cloud,sunshine,windspeed,day_sin,day_cos,temp_range,winddirection_10.0,winddirection_15.0,winddirection_20.0,winddirection_25.0,winddirection_30.0,winddirection_40.0,winddirection_50.0,winddirection_60.0,winddirection_65.0,winddirection_70.0,winddirection_75.0,winddirection_80.0,winddirection_90.0,winddirection_100.0,winddirection_110.0,winddirection_120.0,winddirection_130.0,winddirection_140.0,winddirection_150.0,winddirection_160.0,winddirection_170.0,winddirection_180.0,winddirection_190.0,winddirection_200.0,winddirection_210.0,winddirection_220.0,winddirection_230.0,winddirection_240.0,winddirection_250.0,winddirection_250.3,winddirection_260.0,winddirection_270.0,winddirection_280.0,winddirection_290.0,winddirection_300.0,rainfall,humidity_index,windspeed_category
42,1013.1,0.4296875,0.7457627118644068,88.0,0.0,0.29764065335753176,0.6744436188329455,0.7383263540031065,2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.331324544883867,
43,1015.2,0.33203125,0.8644067796610169,90.0,0.0,0.5408348457350274,0.6870527672236669,0.7266075247685656,2.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2.0225440184301466,
44,1017.4,0.22265625,0.5593220338983051,43.0,8.8,0.41560798548094374,0.6994583270516471,0.7146733860429609,2.5000000000000018,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.6641556811048344,
45,1016.9,0.27734375,0.8813559322033897,91.0,0.0,0.5263157894736843,0.7116566222817746,0.702527474169157,2.6999999999999993,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2.62230592174095,
46,1018.1,0.3984375,0.6779661016949152,89.0,1.0,0.1143375680580762,0.7236440382959124,0.6901733882429719,6.400000000000002,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.8780440288330407,
47,1016.5,0.4375,0.9491525423728813,92.0,0.3,0.08529945553539019,0.7354170229639855,0.6776147890466889,4.100000000000001,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.9385234128124103,
48,1016.8,0.42578125,0.6101694915254237,70.0,2.2,0.21960072595281305,0.7469720876965552,0.6648553979642865,3.6999999999999993,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1.2152962599803894,
49,1023.6,0.328125,0.5593220338983051,40.0,9.5,0.09800362976406533,0.7583058084785625,0.6518989958787126,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.5674024438312972,
50,1024.4,0.265625,0.6779661016949152,49.0,9.1,0.5607985480943739,0.7694148268839378,0.6387494220515272,4.399999999999999,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1.9925589086399345,
51,1016.3,0.46484375,0.9661016949152543,88.0,0.3,0.09981851179673322,0.7802958510707755,0.6254105729852463,4.100000000000001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.973139902326918,
52,1019.6,0.3125,0.9152542372881356,93.0,0.0,0.26497277676951,0.7909456567567772,0.6118864012687243,2.3999999999999986,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2.273982177179801,
53,1018.8,0.47265625,0.6271186440677965,71.0,6.1,0.2921960072595281,0.8013610881746766,0.5981809144059164,3.3999999999999986,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1.190044041105031,
54,1016.5,0.3984375,0.6271186440677965,88.0,0.0,0.6370235934664248,0.8115390590073611,0.5842981736283683,3.6000000000000014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.412482179629336,
55,1016.8,0.42578125,0.9491525423728813,91.0,0.0,0.10526315789473682,0.8214765533024142,0.5702422926917871,3.1000000000000014,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.8597216480639382,
56,1012.0,0.41015625,0.7966101694915253,80.0,1.6,0.1705989110707804,0.8311706263658079,0.5560174366570446,1.7999999999999972,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1.4220966729441307,
57,1020.4,0.60546875,0.6779661016949152,70.0,7.8,0.36297640653357527,0.8406184056344782,0.5416278206559814,6.099999999999998,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.1506326092146095,
58,1014.4,0.58203125,0.7966101694915253,82.0,1.6,0.41560798548094374,0.8498170915275278,0.5270777086423722,6.199999999999999,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.324021040327294,
59,1013.3,0.46875,0.8813559322033897,80.0,0.0,0.3738656987295826,0.8587639582758029,0.5123714121284237,2.099999999999998,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.6214257989390606,
60,1018.1,0.42578125,0.8983050847457628,88.0,0.0,0.4355716878402904,0.8674563547295968,0.49751328890718066,1.4000000000000021,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.678228879253712,
61,1020.4,0.3046875,0.7627118644067796,83.0,2.3,0.2323049001814882,0.8758917051442429,0.48250774176121847,4.699999999999999,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2.1625124626121637,
62,1017.7,0.3984375,0.9491525423728813,91.0,0.0,0.21234119782214156,0.8840675099433636,0.46735921715800227,3.700000000000003,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2.1378108664660225,
63,1017.9,0.42578125,0.6271186440677965,72.0,7.2,0.37568058076225047,0.8919813464595485,0.45207220393230435,2.900000000000002,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1.249054489424289,
64,1019.4,0.4375,0.5084745762711864,54.0,1.0,0.4573502722323049,0.8996308696522433,0.43665123195606403,4.600000000000001,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1.0044456793553764,
65,1022.7,0.15234375,0.4067796610169492,95.0,0.1,0.3647912885662432,0.9070138128026359,0.4211008707960896,4.300000000000001,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.8154425612052734,
66,1020.3,0.3125,0.3389830508474576,88.0,0.0,0.4174228675136116,0.9141279881853337,0.40542572835999735,3.799999999999999,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.9842760874004496,
67,1014.2,0.3125,0.9830508474576272,95.0,0.0,0.33575317604355714,0.9209712877166346,0.38963044953078796,1.1999999999999993,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2.2350495682763034,
68,1015.0,0.2890625,0.8644067796610169,51.0,9.5,0.3720508166969147,0.9275416835791966,0.37371971479046906,0.9000000000000021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2.4223492313756405,
69,1014.6,0.57421875,0.5593220338983051,47.0,10.8,0.4428312159709619,0.9338372288229252,0.35769823883312546,6.100000000000001,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1.0698143664245363,
70,1021.4,0.41015625,0.6101694915254237,43.0,11.0,0.08529945553539019,0.9398560579418954,0.3415707691678556,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1.3368258859784283,
71,1015.6,0.578125,0.7457627118644068,80.0,3.4,0.21960072595281305,0.9455963874271426,0.3253420847119801,6.099999999999998,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1.2481167608286252,
72,1018.5,0.4921875,0.847457627118644,88.0,1.4,0.08529945553539019,0.9510565162951535,0.30901699437494745,2.3999999999999986,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.4907831250773227,
73,1017.1,0.62109375,0.7627118644067796,61.0,7.6,0.3702359346642468,0.9562348265919056,0.29260033563334836,7.100000000000001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.1560601215222257,
74,1012.0,0.49609375,0.8644067796610169,87.0,0.5,0.39201451905626133,0.9611297838723007,0.27609697309746883,2.700000000000003,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.4670565767486272,
75,1012.5,0.61328125,0.8135593220338984,88.0,3.7,0.42831215970961883,0.9657399376548549,0.2595117970697999,4.600000000000001,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.2409354215833515,
76,1014.0,0.578125,0.847457627118644,88.0,0.3,0.2831215970961887,0.970063921851507,0.2428497220959356,2.8999999999999986,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.2845112461358064,
77,1014.0,0.56640625,0.7796610169491525,88.0,3.2,0.48638838475499097,0.9741004551724205,0.22611568550828828,2.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.1968044909856417,
78,1013.5,0.64453125,0.8135593220338984,85.0,0.3,0.3938294010889292,0.9778483415056568,0.20931464596304847,2.6999999999999993,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.0953508190512262,
79,1011.4,0.671875,0.6440677966101696,91.0,0.2,0.1996370235934664,0.9813064702716093,0.19245158197082998,8.600000000000001,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.14978028876334,
80,1016.8,0.62890625,0.7457627118644068,81.0,1.2,0.36297640653357527,0.9844738167520922,0.1755314904214282,3.1999999999999993,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.0329242158581728,
81,1019.8,0.671875,0.847457627118644,84.0,1.6,0.2577132486388385,0.9873494423939864,0.15855938510313478,3.6000000000000014,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.1346516007532959,
82,1011.0,0.62109375,0.7118644067796609,88.0,0.2,0.36297640653357527,0.989932495087353,0.141540295217043,3.3000000000000007,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.9803389830508474,
83,1010.7,0.5390625,0.7966101694915253,80.0,1.1,0.09800362976406533,0.9922222094179323,0.12447926388678915,2.8000000000000007,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.2306605823554975,
84,1008.1,0.69140625,0.7966101694915253,83.0,4.4,0.2323049001814882,0.994217906893952,0.10738134666416309,4.300000000000001,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.084650004787896,
85,1013.0,0.65625,0.8644067796610169,85.0,5.9,0.2323049001814882,0.995918996147179,0.09025161003104117,3.8000000000000007,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.1972530683810638,
86,1013.0,0.6796875,0.5932203389830508,88.0,0.4,0.21052631578947367,0.9973249731081555,0.07309512989807777,4.100000000000001,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.7769896831245394,
87,1012.2,0.65234375,0.7966101694915253,84.0,1.6,0.2377495462794918,0.9984354211555643,0.055916990100603484,2.900000000000002,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.0377462207970682,
88,1016.8,0.57421875,0.8135593220338984,82.0,2.1,0.5099818511796734,0.9992500112396835,0.03872228089217446,2.200000000000003,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.2488394688545827,
89,1010.1,0.65625,0.8813559322033897,88.0,0.3,0.27586206896551724,0.9997685019798909,0.021516097436222254,3.8999999999999986,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1.2207286187414768,
